label,tweet,refined_tweet
anger,supir bak hilux tolol jalanan lebar bisabisanya ngelindes kaki w begitu pa kaki kelindes malah bukannya mundurmaju cepat cepat kok malah hah hoh hah hoh sakit tot bodoh dipelihara kucing tuh dipelihara,supir bak hilux tolol jalanan lebar bisabisanya ngelindes kaki w begitu kaki kelindes malah bukannya mundurmaju cepat cepat malah hah hoh hah hoh sakit tot bodoh dipelihara kucing tuh dipelihara
happy,my favorite song in album terimakasih nambawan terimakasih dynamic duo terimakasih gray oppa terimakasih semuanya lagunya membuatku mood booster kerjain skripsishit wannaone nowplaying,my favorite song in album terimakasih nambawan terimakasih dynamic duo terimakasih gray oppa terimakasih semuanya lagunya membuatku mood booster kerjain skripsishit wannaone nowplaying
anger,kalau memang sanggup lambaikan tangan camera bro ada jemput pleaselah stop komen aneh negara anda kan salah satu petugas pemerintah tho,sanggup lambaikan tangan camera bro jemput pleaselah stop komen aneh negara anda salah satu petugas pemerintah tho
anger,teman kuliah cik me binus teman jurusan apa me psychology teman baca sifat dong coba dong baca orgnya bagaimana eh nyet nih kalau bisa baca sifat orang mah gabakalan gagal percintaan mulus hidup tanpa adanya fakefrendzz,teman kuliah cik me binus teman jurusan me psychology teman baca sifat coba baca orgnya bagaimana nyet nih bisa baca sifat gabakalan gagal percintaan mulus hidup tanpa adanya fakefrendzz
anger,siapa sich dipercaya fz polisi bekerja tepat waktu cekatan tetap di percayai mungkin di sekarang lari arab saja dipercaya bagaimana rakyat mau percaya fz fh selalu nyinyir bukti,siapa sich dipercaya fz polisi bekerja tepat waktu cekatan tetap percayai mungkin lari arab saja dipercaya bagaimana rakyat mau percaya fz fh selalu nyinyir bukti
sadness,waktu jaman sekolah kalau laki suka boro mau nanggepin yg malu nya minta ampun tuh laki malah d musuhin bocah jman sekarang jomblo bentar galau nya minta ampun gmn kalau kaya jomblo tahun oldmoneygakngerasain,waktu jaman sekolah laki suka boro mau nanggepin yg malu minta ampun tuh laki malah d musuhin bocah jman jomblo bentar galau minta ampun gmn kaya jomblo tahun oldmoneygakngerasain
happy,model kecil asal halal bakal beli bakal yang order pa keliru bakal saja yang jujur lu kata siapa ndri sotoy banget sudah ngalamin sendiri jualan pulsa kuoat internet ribu doang sekarang ketutup ongkos buat pp kerja,model kecil asal halal bakal beli bakal order keliru bakal saja jujur lu kata siapa ndri sotoy banget sudah ngalamin sendiri jualan pulsa kuoat internet ribu doang ketutup ongkos pp kerja
sadness,menamai lupa memaknai memenangkan enggan menenangkan mendewakan tidak saling mendewasakan mencintai gemar mengintai akhirnya memutuskan putus,menamai lupa memaknai memenangkan enggan menenangkan mendewakan saling mendewasakan mencintai gemar mengintai akhirnya memutuskan putus
sadness,apabila kamu dianggap jangan merasa kamu invisible merasalah intangible seenggaknya kamu tetap berharga meskipun tidak berwujud skripsibaper kapanmarineeeeeeeeyaallah,apabila dianggap jangan merasa invisible merasalah intangible seenggaknya tetap berharga meskipun berwujud skripsibaper kapanmarineeeeeeeeyaallah
happy,jodoh kalau waktunya akan ketemu minggu lalu beli datang bawain kain hari emak pulang membawa kebaya bordir dikasih kegirangan sekarang jadi punya sepasang baju cantik,jodoh waktunya ketemu minggu lalu beli datang bawain kain emak pulang membawa kebaya bordir dikasih kegirangan punya sepasang baju cantik
happy,saya merasa ditanggapi akun terkait saya putuskan report feed tersebut pihak instagram well hari juga feed saya report dihapus pihak ig im happy because instagram concern about copyright issue,merasa ditanggapi akun terkait putuskan report feed tersebut pihak instagram well juga feed report dihapus pihak ig im happy because instagram concern about copyright issue
anger,pengajian ustadznya provokator mulut jamban wajib dibubarkan,pengajian ustadznya provokator mulut jamban wajib dibubarkan
happy,akhir akhir banyak ketemu orang orang baik padahal umur masih muda masyaallah ibadahnya luar biasa waktu ukur segitu ngapain aja sibuk sama oppa korea,akhir akhir ketemu baik padahal umur masih muda masyaallah ibadahnya luar biasa waktu ukur segitu ngapain aja sibuk oppa korea
sadness,berita pendeta ngebunuh anak angkatnya kalau salah pun korban kondisi hamil dibunuh diperkosa dulu miri kali,berita pendeta ngebunuh anak angkatnya salah pun korban kondisi hamil dibunuh diperkosa miri kali
anger,pulau buatan mumpung baru jadi pulaunya apartemennya cancel lah nantinya kepentingan rakyat dki nah kalau tempat sampah di cancel enaknya buat apa masa buat melihara kecebong,pulau buatan mumpung pulaunya apartemennya cancel nantinya kepentingan rakyat dki tempat sampah cancel enaknya masa melihara kecebong
sadness,adaa dimana memang lelah perjuangan satu tujuan memperlihatkan keterbukaan lebih baik memilih mundur menggapai tujuan lainnya,adaa dimana lelah perjuangan satu tujuan memperlihatkan keterbukaan baik memilih mundur menggapai tujuan lainnya
sadness,penyakit andalan jaman sma ampe sekarang pinggang encok salah tidur kurang minum air putih sudah tnggl hitung kalender,penyakit andalan jaman sma ampe pinggang encok salah tidur kurang minum air putih sudah tnggl hitung kalender
anger,ustad radikal radikal tambah disuap maunya terbukti t rizik cabul setelah kerahkan tolol sekarang pendukungnya cuma gigit jari dibodohi imam cabul kabur arab makan tuh janji sorga,ustad radikal radikal tambah disuap maunya terbukti t rizik cabul setelah kerahkan tolol pendukungnya gigit jari dibodohi imam cabul kabur arab makan tuh janji sorga
sadness,e btw tumblr benarbenar blokir buat indo yak berbulanbulan akhir nya app nya benar kaga di buka ngiteeeerr terus,e btw tumblr benarbenar blokir indo yak berbulanbulan akhir app benar kaga buka ngiteeeerr
anger,warga dki dimintain thr usah ngedumel ngapahtimbang setaon sekali dimintainnyalgian kayaknya suka rela dehgak dipatok sekiansekian parcaya deh rezeki akan semakin mambah,warga dki dimintain thr usah ngedumel ngapahtimbang setaon sekali dimintainnyalgian kayaknya suka rela dehgak dipatok sekiansekian parcaya rezeki semakin mambah
sadness,tak yakin ku kan mampu hapus rasa sakitku ku selalu perjuangkan cinta apa salahku hingga ku tak layak dapatkan kesungguhanmu,yakin mampu hapus rasa sakitku selalu perjuangkan cinta salahku hingga layak dapatkan kesungguhanmu
sadness,kadang suka bingung sama orang seluruh hidupnya habiskan berdebat memperdebatkan halhal sebenarnya sepele buat itu yang pantas diperdebatkan serahlau hanya terngowoh,kadang suka bingung seluruh hidupnya habiskan berdebat memperdebatkan halhal sebenarnya sepele pantas diperdebatkan serahlau hanya terngowoh
happy,makasih banyak atas kerja kerasnya papa exo jadi kesini semoga exo planet exo kesini amin terimakasih banyak,makasih atas kerja kerasnya papa exo kesini semoga exo planet exo kesini amin terimakasih
anger,habis pikir sama orang benarbenar mau nikah hitungan tinggal beberapa bulan tapi tetap main belakang otaknya mati kali jauhkan lakilaki kayak allah,habis pikir benarbenar mau nikah hitungan tinggal beberapa bulan tapi tetap main belakang otaknya mati kali jauhkan lakilaki kayak allah
anger,banyak bilang pilih sopir mobil bener bisa membawamu masuk jurang lah kamu mau disopirin sama orang hafal jus apa sama orang yang punya sim a jam terbang tinggi,bilang pilih sopir mobil bener bisa membawamu masuk jurang mau disopirin hafal jus punya sim a jam terbang tinggi
sadness,buru pulang biar nonton the clash of titan eehh serena memutuskan retired cedera otot lengan gimana lagikesehatan utama kan ini jelas im rooting for maria sharapova rolandgarros,buru pulang biar nonton the clash of titan eehh serena memutuskan retired cedera otot lengan gimana lagikesehatan utama jelas im rooting for maria sharapova rolandgarros
anger,kaum kampret tetap mikirnya kebalik kampret dipohon mana wtp buat wtp goblog kok ditunjukin,kaum kampret tetap mikirnya kebalik kampret dipohon mana wtp wtp goblog ditunjukin
happy,precious feeling benar rappline pa buka ehh benar dapat ma namjoon sama koh yoong senang sekali tuh,precious feeling benar rappline buka ehh benar dapat ma namjoon koh yoong senang sekali tuh
happy,lebih purnama menunggu kerja kera insan tvri lepas opini disclaimer terjawab semangat menuju wtp tahun depan insya allah,purnama menunggu kerja kera insan tvri lepas opini disclaimer terjawab semangat menuju wtp tahun depan insya allah
happy,mission accomplished penting ngenalin mama papa tinggal tanggal mainnya kaaan syahadat saya yang baptis wagelaseh gimana edak,mission accomplished penting ngenalin mama papa tinggal tanggal mainnya kaaan syahadat baptis wagelaseh gimana edak
happy,terima kasih saling mengingatkan yang baik semoga menjadi berkah kita semua,terima kasih saling mengingatkan baik semoga menjadi berkah
happy,alhamdulillah pak panglima n pak kapolri selamat ditujuan kian sinergi tni n polri seantero nkri met tugas n sukses selalu,alhamdulillah pak panglima n pak kapolri selamat ditujuan kian sinergi tni n polri seantero nkri met tugas n sukses selalu
fear,kalau lihat kebelakang ternyata tahun terkhir kali benarbenar berjuang titik akhir sekarang memulai sepertinya malas memang membuka pintu lama terkunci hanya takut yaasudahlah jalani hidup,lihat kebelakang ternyata tahun terkhir kali benarbenar berjuang titik akhir memulai sepertinya malas membuka pintu lama terkunci hanya takut yaasudahlah jalani hidup
anger,pecat aja mengemis pemerintah berhenti jadi munafik,pecat aja mengemis pemerintah berhenti munafik
happy,subhanalloh ngetes anak mi khatam al quran baca surat pendek lancar bupati hebatt sekarang kamu bicara sama pak bupati mau hadiah apa apa boleh tinggal bicara nanti pak bupati kasih siswa minta hadiah doa dari pak bupati,subhanalloh ngetes anak mi khatam al quran baca surat pendek lancar bupati hebatt bicara pak bupati mau hadiah boleh tinggal bicara nanti pak bupati kasih siswa minta hadiah doa pak bupati
love,tak mudah mencintai tak mudah mengaku ku cinta tak mudah mengatakan jatuh cintaaaaa senandungku untuk cinta tirakatku untuk engkau tiada dusta sumpah ku cinta ku menutup mataa biarlah langit kamu pandangi harisesak tak dimiliki biarlah langit suka kuberikan senja duka kuberikan nestapa,mudah mencintai mudah mengaku cinta mudah mengatakan jatuh cintaaaaa senandungku cinta tirakatku engkau tiada dusta sumpah cinta menutup mataa biarlah langit pandangi harisesak dimiliki biarlah langit suka kuberikan senja duka kuberikan nestapa
love,kesabaran mu menghadapi ku membuat ku bertahan perhatian mu membuat ku bertahan sayang mu ku pulang membuat mu bertahankeyakinan mu menjaga ku lah membuat ku bertahan trimakasih sayang semoga lewati semua ldrkronis,kesabaran mu menghadapi membuat bertahan perhatian mu membuat bertahan sayang mu pulang membuat mu bertahankeyakinan mu menjaga membuat bertahan trimakasih sayang semoga lewati ldrkronis
happy,ternyata anak tersebut minta doakan kelak jadi dokter pa bupati mencium tangan anak tersebut di doakan luar biasa,ternyata anak tersebut minta doakan kelak dokter bupati mencium tangan anak tersebut doakan luar biasa
anger,yang terjadi seseorang membalas status ku begini bang diklaim kekgitu kan cuma foto cuma foto dek balasku walaupun cuma foto juga hakcipta kembali bertanya seandainya karyamu digunakan orang tanpa izin perasaanmu bagaimana,terjadi seseorang membalas status begini bang diklaim kekgitu foto foto dek balasku walaupun foto juga hakcipta kembali bertanya seandainya karyamu digunakan tanpa izin perasaanmu bagaimana
sadness,dokter kamu tega kasih salep buat lebam memar akutp cuma dikasih vitaminobat nyeri ajapdhl tensi normal malah dikasih vitamin salep butuh sangat tidak dikasih,dokter tega kasih salep lebam memar akutp dikasih vitaminobat nyeri ajapdhl tensi normal malah dikasih vitamin salep butuh dikasih
happy,wozniacki out daria kasatkina lhoomainnya gendeng super kencang nampar hebattt goodluck rolandgarros,wozniacki out daria kasatkina lhoomainnya gendeng super kencang nampar hebattt goodluck rolandgarros
sadness,jijik yang cowok joged depan kamera lepas baju cuma pakai boxer apa coba bikin martabat cowok turu drastis,jijik cowok joged depan kamera lepas baju pakai boxer coba bikin martabat cowok turu drastis
anger,biji kamu nolak imam mata duitan kok kamu percaya nolak mata duitan mesum gigit jari pendukungnya yang tolol,biji nolak imam mata duitan percaya nolak mata duitan mesum gigit jari pendukungnya tolol
fear,kasih tehaer keponakan baju biji celana sebiji koko sestel sama jaket sebiji lebih setengah juta pesan kalau kamu sanggup finansial pikirin punya anaknya,kasih tehaer keponakan baju biji celana sebiji koko sestel jaket sebiji setengah juta pesan sanggup finansial pikirin punya anaknya
anger,sebenarnya admin twitter berapa ribu orang si no resi ditny berulangkali alamat paket struk beda sama input pa tracking alias paket nyasar,sebenarnya admin twitter berapa ribu si no resi ditny berulangkali alamat paket struk beda input tracking alias paket nyasar
sadness,kenangan sma tiap pulang sekolah pulang minta uang temanteman cewek masing seribu bilangnya buat bensin malah nyasar warung nongki beli udud hahahahah,kenangan sma tiap pulang sekolah pulang minta uang temanteman cewek masing seribu bilangnya bensin malah nyasar warung nongki beli udud hahahahah
happy,dulu mah kalau mau sm dosen kudu sekali memikirkan katakata biar sopan takut salah ngomong pa lulu mah kaya teman sih wkwkw gimana ketua kelas,mau sm dosen kudu sekali memikirkan katakata biar sopan takut salah ngomong lulu kaya teman wkwkw gimana ketua kelas
happy,yaqin pentagon shine bakal jadi lagu seribu umat wkwkwk untuk ini ikon cinta scenario debessss sih hhhh lagu anjerrr,yaqin pentagon shine bakal lagu seribu umat wkwkwk ikon cinta scenario debessss hhhh lagu anjerrr
sadness,jaman dulu fotografer jarang main photoshop foto banyak micinnya banyak suka sekarang banyak aplikasi photoshop semua orang download free hp orang mulai mual lihat foto kebanyakan micin,jaman fotografer jarang main photoshop foto micinnya suka aplikasi photoshop download free hp mulai mual lihat foto kebanyakan micin
anger,apa senang sekali refreshing senang sekali mencari udara segar lah kalau terlaku sumpek disini kan mending usah lebay minta pulang kesini kan sudah minta selalu disini kaya dulu loh,senang sekali refreshing senang sekali mencari udara segar terlaku sumpek disini mending usah lebay minta pulang kesini sudah minta selalu disini kaya loh
anger,i feel you seringnya si bukan kepake lebih sesuai gitu mencak seharian dan mulai menyingkirkannyasoalnya kalau keliatan ky marah sendiri sakit,i feel you seringnya si bukan kepake sesuai gitu mencak seharian mulai menyingkirkannyasoalnya keliatan ky marah sendiri sakit
happy,selamat pak resmi jadi bapak sekedar saran sering sering si jagoan dikasih dengar lagu ynwa sama tonton pertandingan liverpool biar ngerti sejarah kesetiaan haha,selamat pak resmi bapak sekedar saran sering sering si jagoan dikasih dengar lagu ynwa tonton pertandingan liverpool biar ngerti sejarah kesetiaan haha
anger,heran rkhup ngawur sepertinya merancang ngawur deh sampesampe mempertimbangkan melibatkan pihak eloelo anggota perancang jangan sesuka hati membuat rkuhp mnguntungkan drimu sendiri heran betah makan gaji haram gitu,heran rkhup ngawur sepertinya merancang ngawur sampesampe mempertimbangkan melibatkan pihak eloelo anggota perancang jangan sesuka hati membuat rkuhp mnguntungkan drimu sendiri heran betah makan gaji haram gitu
sadness,iya wangsit sih tapi diundur jadi pesimis deh sama negara terus php tuh,iya wangsit tapi diundur pesimis negara php tuh
anger,kamu sebut bumi pancasila ustadz kamu sebut pantatcina demokrasi thoghut otak,sebut bumi pancasila ustadz sebut pantatcina demokrasi thoghut otak
love,um thanks for nayangin teleseries jejak suara adzan jatuh cinta sama trailer episode pertama ditambah pemeran dimas my favorite actor,um thanks for nayangin teleseries jejak suara adzan jatuh cinta trailer episode pertama ditambah pemeran dimas my favorite actor
anger,banyak tanya nawarin sih kerja bank sih daftar jadi pns blablablaaahhhjawabannya sederhana tertarik jangan dipaksa makasih,tanya nawarin kerja bank daftar pns blablablaaahhhjawabannya sederhana tertarik jangan dipaksa makasih
anger,nkri gundulmu wong pendiri bangsa jelas menentang israel kok kamu mmbela israeldsar kaum munafik mending baca biar dungu,nkri gundulmu wong pendiri bangsa jelas menentang israel mmbela israeldsar kaum munafik mending baca biar dungu
sadness,terlalu miri melihat orang berkedok apa laginseorg oendidik agama tak pernah bijak menggunakan tata bahasa menyinggung orang lewat medium sosial,terlalu miri melihat berkedok laginseorg oendidik agama bijak menggunakan tata bahasa menyinggung lewat medium sosial
happy,bukber pertama orang tersayang syngx kurang,bukber pertama tersayang syngx kurang
anger,kok tertarik padahal enak loh gajinya besar tunjangan uang pensiun kok munafik sih ahh bodoh kamu jadi orang terus mau jadi apa dong,tertarik padahal enak loh gajinya besar tunjangan uang pensiun munafik ahh bodoh mau
happy,enaknya jadi wanita jadi model jilbab dibayar pakai baju jilbab bagus ada nanyain beli dmna ujung nya jualan wkwkwk dasarrr otak dagang lumayan lebaran bagi thr krucil dirumah ramadhan berkah enak ya jadi feminim,enaknya wanita model jilbab dibayar pakai baju jilbab bagus nanyain beli dmna ujung jualan wkwkwk dasarrr otak dagang lumayan lebaran bagi thr krucil dirumah ramadhan berkah enak feminim
fear,bingung level beberapa bulan terakhir muka kering parah pakai biasa tidak mempan padahal biasanya kulit muka mentul lembab enak banget trusan ganti produk malah rusak mukanya ganti jadi lebih baik masih kering dilema mau ganti apa balik dulu apa ganti yang,bingung level beberapa bulan terakhir muka kering parah pakai biasa mempan padahal biasanya kulit muka mentul lembab enak banget trusan ganti produk malah rusak mukanya ganti baik masih kering dilema mau ganti balik ganti
anger,belajarlah ontime mister olala cukup setahun trs an telat rumah dkt ditegor kitudeui jubras jebris punyan panyun batur mah x salah langsung sp kurang sabar kumaha deui aku,belajarlah ontime mister olala cukup setahun trs an telat rumah dkt ditegor kitudeui jubras jebris punyan panyun batur x salah langsung sp kurang sabar kumaha deui aku
anger,apa menangkap teroris pakai pisang ambon kamu kok selalu bela ada apa bahkan usus terurai akibat ledakan kamu bilang kampanye penguasa sinting,menangkap teroris pakai pisang ambon selalu bela bahkan usus terurai akibat ledakan bilang kampanye penguasa sinting
sadness,kerasa minggu depan lebaran aja bahkan bolong sama sekali ngrasa mirip ibadah kurang gt efek libur panjang kerjaan sebulan diabisin seminggu,kerasa minggu depan lebaran aja bahkan bolong sekali ngrasa mirip ibadah kurang gt efek libur panjang kerjaan sebulan diabisin seminggu
anger,anjir apkl gojek ada nomor telepon nya kek bpjs no telepon wajib sekalian tuh wajib nama orangtua biar ijab qobul,anjir apkl gojek nomor telepon kek bpjs no telepon wajib sekalian tuh wajib nama orangtua biar ijab qobul
sadness,ah sayang ternyata kamu memilih pergi padahal kusiapkan cerita indah kita lanjutkan hmm kamu tahu penulis handal shijin,ah sayang ternyata memilih padahal kusiapkan cerita indah lanjutkan hmm penulis handal shijin
sadness,bila caringbiar betul niat ikhlasbukan harapan orang akn mlkkukan pkr sama trhdap kitakesudahannyasangat menyakitkan bila x diharapkan,bila caringbiar betul niat ikhlasbukan harapan akn mlkkukan pkr trhdap kitakesudahannyasangat menyakitkan bila x diharapkan
sadness,kadang rindu rindu awal berkenalan rindu kamu selalu waktu rindu canda tawa ciptakan chat lord,kadang rindu rindu awal berkenalan rindu selalu waktu rindu canda tawa ciptakan chat lord
anger,kantor pusat gimana pakai mendata medsos kantor vertikal bawahnya suruh follow akun medsos kanpus padahal jam kerja tidak akses medsos via jaringan kantor disuruhnya buat akun medsos fb ig yutub twitter kantor kalau,kantor pusat gimana pakai mendata medsos kantor vertikal bawahnya suruh follow akun medsos kanpus padahal jam kerja akses medsos via jaringan kantor disuruhnya akun medsos fb ig yutub twitter kantor
happy,buka facebook homepage penuh sama politik buka ig liat muka orang gitu aja buka twitter ketawa baca twit oranghahahahaa,buka facebook homepage penuh politik buka ig liat muka gitu aja buka twitter ketawa baca twit oranghahahahaa
sadness,tersenyum walau terpaksa kamu khianati sahabat atas janji sumpah setianya kamu sedang perlihatkan betapa bangsatnya dan dijauhkannya hatimu memberi rasa sayang padanya,tersenyum walau terpaksa khianati sahabat atas janji sumpah setianya sedang perlihatkan betapa bangsatnya dijauhkannya hatimu memberi rasa sayang padanya
fear,kalian pernah sih merasakan bagaimana rasanya deg degan nerima sm pemberitahuan kuota tinggal mb kalian asikasiknya tlponan harus keluar cari kuota bisa lanjut ngobrol,kalian merasakan bagaimana rasanya deg degan nerima sm pemberitahuan kuota tinggal mb kalian asikasiknya tlponan harus keluar cari kuota bisa lanjut ngobrol
sadness,pedihnya hatimu dzolimi jadikan amplas sakti membentuk diri lebih kuat tegar membentuk diri lebih bijak berbuat lebih banyak kebajikan,pedihnya hatimu dzolimi jadikan amplas sakti membentuk diri kuat tegar membentuk diri bijak berbuat kebajikan
happy,nah hari kakak memutuskan naikin uang makan biar makan kfc mulu bergizi katanya di hari pertama uang makan naik memilih buka puasa pakai bakso uang makan kembalian hati happy makan mah penting bismillah,kakak memutuskan naikin uang makan biar makan kfc mulu bergizi katanya pertama uang makan naik memilih buka puasa pakai bakso uang makan kembalian hati happy makan penting bismillah
happy,hiburan hape kalau lihat recehkantwitter minta google assistant buat ngirimin joke macem hidupku memang kek uang kembalian,hiburan hape lihat recehkantwitter minta google assistant ngirimin joke macem hidupku kek uang kembalian
anger,halaaahh kritik sedikit langsung ciduk ketemu noh kacungmu braninya memang medsos giliran diskusi terbuka plangaplongo ngalor ngidul kabuuuurrr,halaaahh kritik sedikit langsung ciduk ketemu noh kacungmu braninya medsos giliran diskusi terbuka plangaplongo ngalor ngidul kabuuuurrr
anger,kalau pilih pemimpin bukan petahana jadinya gub tahu male kerja,pilih pemimpin bukan petahana jadinya gub male kerja
sadness,menggapai cita kadang bukan mudah cita jadi dokter ada uang cita jadi tentara gagal te kesehatan jadi artis orang tua anaknya jadi insinyur ngiri sih sama orang dikasih kesempatan terbuka lebar dimanfaatin,menggapai cita kadang bukan mudah cita dokter uang cita tentara gagal te kesehatan artis tua anaknya insinyur ngiri dikasih kesempatan terbuka lebar dimanfaatin
anger,banyak orang berjuang tuk menggapai cita benarbenar netesin darahkeringat juga orang di sediain karpet merah menyia nyiakan kesempatan kadang suka kesal ingin toyor orang bgitu,berjuang tuk menggapai cita benarbenar netesin darahkeringat juga sediain karpet merah menyia nyiakan kesempatan kadang suka kesal ingin toyor bgitu
happy,humorku sebatas dengar rekaman penipu tahu bank standard chartered lalu dengernya bank pancar bank pancer bank sejahtera lalu ujungnya bank rakyat indonesia pak bukan stanchart banknya ada jakarta pak lord ngakak,humorku sebatas dengar rekaman penipu bank standard chartered lalu dengernya bank pancar bank pancer bank sejahtera lalu ujungnya bank rakyat indonesia pak bukan stanchart banknya jakarta pak lord ngakak
anger,lagi pusing chat abang gojek mana lupa banyak sekali jadi driverku terus chat sama anak seangkatan chat nya alay sekali lum bubu si muntah,lagi pusing chat abang gojek mana lupa sekali driverku chat anak seangkatan chat alay sekali lum bubu si muntah
sadness,semakin dekat orang sangat diperlukan sebuah pengertian yang besar ngerti kalau banyak kekurangan kamu begitu susah sekali sih dilakuin kehidupan nyata heemmmm,semakin dekat diperlukan sebuah pengertian besar ngerti kekurangan begitu susah sekali dilakuin kehidupan nyata heemmmm
anger,pak marjuki ngerti ndak paham ndak waspadai radikal kalau radikal dak usah hawatir kalau tersinggung jangantermasuk radikal,pak marjuki ngerti ndak paham ndak waspadai radikal radikal dak usah hawatir tersinggung jangantermasuk radikal
anger,mekanisme pemilihan direksi komisarisnya cara bagaimana sontoloyo kan uang rakyat dipakai buat gaji bod boc model gini,mekanisme pemilihan direksi komisarisnya cara bagaimana sontoloyo uang rakyat dipakai gaji bod boc model gini
happy,kaos yang bergambar mirip palu arit diamankan orang tua maklum kedua orang tua memang pengabdi setia rezim orde baru ya tidak masalah sih,kaos bergambar mirip palu arit diamankan tua maklum kedua tua pengabdi setia rezim orde masalah
sadness,buat suka analisis sikap perilaku orang mudah ilfeel bila tak sesuai penilaianku suka lupa kalau diriku juga lebih baik sikapnya orang yang ilfeelin,suka analisis sikap perilaku mudah ilfeel bila sesuai penilaianku suka lupa diriku juga baik sikapnya ilfeelin
happy,kabar baik pa lihat shirtmovie youtube salah satu teman organisasi jaman kuliah ada jadi produser film shortmovie berkembang ajan hidupne,kabar baik lihat shirtmovie youtube salah satu teman organisasi jaman kuliah produser film shortmovie berkembang ajan hidupne
anger,palembang be nice please jangan dirusak kelakuan orang orang isengnya ampun seanjing anjing gini katanya kota internasional hadeehh,palembang be nice please jangan dirusak kelakuan isengnya ampun seanjing anjing gini katanya kota internasional hadeehh
anger,politisi bicara jual agama dipilih didukungitu tandanya mampu bernalar punya daya kreasi udahgituaja,politisi bicara jual agama dipilih didukungitu tandanya mampu bernalar punya daya kreasi udahgituaja
sadness,lebaran identik baju baru masak rendang opor belanja gilaan kalau buat kurang mampu ngenes ya lihat sebelahnya belanja satu trolley,lebaran identik baju masak rendang opor belanja gilaan kurang mampu ngenes lihat sebelahnya belanja satu trolley
happy,smile and say alhamdulillah terima kasihlah mereka membantu transformasi menjadi the best of you semangat membara amarahnya,smile and say alhamdulillah terima kasihlah membantu transformasi menjadi the best of you semangat membara amarahnya
happy,mirip tudey abis dikabarin ibu bakal telat transfernya satu lain satu sisi lagi banyak keperluan tapi yaudah cuma balas gapapa bu santai aja eh mashaallah malam tbtb rezeki masuk ditransfer dosen,mirip tudey abis dikabarin ibu bakal telat transfernya satu lain satu sisi lagi keperluan tapi yaudah balas gapapa bu santai aja mashaallah malam tbtb rezeki masuk ditransfer dosen
sadness,kukira bisa berteman lebih jauh bersahabat ternyata sepertinya pihakku yang berusaha ah sudahlah pencemburu sepertiku berhak apa,kukira bisa berteman jauh bersahabat ternyata sepertinya pihakku berusaha ah sudahlah pencemburu sepertiku berhak
happy,tiga tahun lalu pertama kalinya ngenalin cowok orang tua modus si cowok mau ngajarin matematika buat sbmptn whutttt tahun,tiga tahun lalu pertama kalinya ngenalin cowok tua modus si cowok mau ngajarin matematika sbmptn whutttt tahun
sadness,song of today memang salah memang hina maafkanlah semua kamu memang tak pantas tersakiti dan karena kulewati bata melukai dan dan tak tuk mengakhiri lagidanlagi andraandthebackbone,song of today salah hina maafkanlah pantas tersakiti karena kulewati bata melukai tuk mengakhiri lagidanlagi andraandthebackbone
sadness,nah ketemu orang negatif bawaannya pesimis mulu punya ide bagus dijalanin matahin ddpn di socmed seakan sudah mengerjakan prestasi sglanya,ketemu negatif bawaannya pesimis mulu punya ide bagus dijalanin matahin ddpn socmed seakan sudah mengerjakan prestasi sglanya
anger,ok dulu pengagum sekarang respek,ok pengagum respek
happy,self titled bin idris tahu ma haikal c jago sangat bikin ambience jadi nada sigmun album kaget soalnya lagunya sama ambience mv nya benarbenar persis sama apa bayangin pa dengar lagunya keren saya suka lagu wangi calm water rebahan,self titled bin idris ma haikal c jago bikin ambience nada sigmun album kaget soalnya lagunya ambience mv benarbenar persis bayangin dengar lagunya keren suka lagu wangi calm water rebahan
happy,demi apapun walaupun hasilnya tak harapkan saya lega apa selama disimpan hati akhirnya terucap lepas apa yang selama selalu menjadi pertanyaan dikepala akhirnya dijawab jelas,demi apapun walaupun hasilnya harapkan lega selama disimpan hati akhirnya terucap lepas selama selalu menjadi pertanyaan dikepala akhirnya dijawab jelas
sadness,bulan aing pusing gegara skripsi lah sudah kudu mikir proposal ingin liburan barusan balik liburan boleh sambat tidak apaapa kalau twitter,bulan aing pusing gegara skripsi sudah kudu mikir proposal ingin liburan barusan balik liburan boleh sambat apaapa twitter
fear,biasa negeri orang taat aturan pulang indonesia minggu kebingungan kalau jahat bakal jahatin orang disini mah benar benar,biasa negeri taat aturan pulang indonesia minggu kebingungan jahat bakal jahatin disini benar benar
sadness,revisi menumpuk badan mulai ngantuk hajar perut makan pop mie goreng dulu kuy siapin stock pop mie kost biar revisi jalan terus,revisi menumpuk badan mulai ngantuk hajar perut makan pop mie goreng kuy siapin stock pop mie kost biar revisi jalan
anger,sepertinya tatanan transparansi masalah anggaran pemprof dki tertutup sejak ani menjabat gubernur detik selalu ramai masalah pembelian barang siluman ahok sangat fair masalah apapun meskipun di penjara,sepertinya tatanan transparansi masalah anggaran pemprof dki tertutup sejak ani menjabat gubernur detik selalu ramai masalah pembelian barang siluman ahok fair masalah apapun meskipun penjara
happy,kemarin cerita sama teman fik cerita perjuangan mencari data pasien gagal ginjal skripsinya dibalik drama tantangan dihadapinya mega yang sepadan perjuangan air matanya,kemarin cerita teman fik cerita perjuangan mencari data pasien gagal ginjal skripsinya dibalik drama tantangan dihadapinya mega sepadan perjuangan air matanya
